"","user_id","gender","age_group","city"
"893412",2403426,"Мужчина","35-44","Москва"
"893448",2407356,"Мужчина","25-34","Пенза"
"893449",2404006,"Женщина","75 и старше","Ростов-на-Дону"
"893453",2403929,"Женщина","15-24","Нижний Тагил"
"893457",702863,"Женщина","25-34","Москва"
"893557",2321928,"Женщина","35-44","Казань"
"893569",1663057,"Женщина",NA,"Волгоград"
"893892",2403962,"Женщина","25-34","Красноярск"
"893904",2405898,"Мужчина","25-34","Нижний Новгород"
"893916",366457,"Мужчина","25-34","Новосибирск"
"893924",1828975,"Мужчина","45-54","Москва"
"893974",2276268,"Женщина","25-34","Самара"
"893976",1941217,"Женщина","35-44","Москва"
"893980",1118225,"Женщина","15-24","Омск"
"894043",2408153,"Мужчина","25-34","Москва"
"894059",2408261,"Женщина","35-44","Санкт-Петербург"
"894075",1650947,"Женщина","65-74","Москва"
"894155",1217306,"Женщина","35-44","Нижний Новгород"
"894197",672605,"Женщина","25-34","Уфа"
"894269",1603684,"Женщина","45-54","Москва"
"894305",2409086,"Женщина","25-34","Нижний Тагил"
"894309",2409368,"Мужчина","25-34","Екатеринбург"
"894313",2850899,"Женщина","25-34","Альметьевск"
"894314",671431,"Мужчина","25-34","Москва"
"894996",2410191,"Мужчина","15-24","Москва"
"895011",2316980,"Мужчина","25-34","Пермь"
"895017",1221602,"Женщина","35-44","Челябинск"
"895345",2501966,"Мужчина","15-24","Стерлитамак"
"895349",2488618,"Мужчина","15-24","Красноярск"
"895367",329153,"Женщина","25-34","Краснодар"
"897005",2492229,"Женщина","25-34","Омск"
"897020",657765,"Мужчина","25-34","Ростов-на-Дону"
"897275",704289,"Женщина","35-44","Красноярск"
"897418",2547864,"Женщина","35-44","Новокузнецк"
"897424",2451824,"Женщина","25-34","Уфа"
"897430",2554672,"Женщина","15-24","Ярославль"
"897496",400260,"Женщина","25-34","Самара"
"897650",2410530,"Женщина","25-34","Челябинск"
"897659",2410590,"Мужчина","15-24","Красноярск"
"897668",329148,"Женщина","25-34","Краснодар"
"898124",2417196,"Женщина","25-34","Екатеринбург"
"898149",2416488,"Женщина","35-44","Нижний Новгород"
"898155",293794,"Мужчина","25-34","Новосибирск"
"898171",2555369,"Женщина","35-44","Иваново"
"898172",2414274,"Мужчина","15-24","Казань"
"898180",2415634,"Женщина","15-24","Новосибирск"
"898204",362002,"Мужчина","25-34","Краснодар"
"898779",2418783,"Мужчина","45-54","Санкт-Петербург"
"898785",2297371,"Мужчина","55-64","Иваново"
"898786",257354,"Мужчина","25-34","Нижний Новгород"
"899461",42540,"Женщина","35-44","Московская Область"
"900845",786706,"Женщина","15-24","Ростов-на-Дону"
"900875",2543704,"Женщина","25-34","Махачкала"
"900896",102207,"Мужчина","25-34","Москва"
"900976",881806,"Мужчина","25-34","Краснодар"
"901460",434150,"Женщина","35-44","Челябинск"
"902936",170248,"Женщина","25-34","Краснодар"
"903146",2452981,"Женщина","55-64","Рязань"
"903432",706660,"Мужчина","15-24","Пермь"
"903488",333648,"Женщина","25-34","Московская Область"
"904298",2432622,"Женщина","25-34","Астрахань"
"904310",2500336,"Женщина","25-34","Ростов-на-Дону"
"904400",2488142,"Мужчина","25-34","Новокузнецк"
"904415",1995636,"Женщина","35-44","Набережные Челны"
"904421",376005,"Мужчина","25-34","Санкт-Петербург"
"904801",2828659,"Женщина","25-34","Тюмень"
"904809",624526,"Женщина","25-34","Самара"
"904879",2457266,"Женщина","25-34","Уфа"
"904959",683656,"Мужчина","25-34","Краснодар"
"905154",2492663,"Женщина","15-24","Иваново"
"905166",2421077,"Мужчина","25-34","Новосибирск"
"905172",2422373,"Мужчина",NA,"Москва"
"905178",2425937,"Женщина","25-34","Екатеринбург"
"905184",2420302,"Мужчина","25-34","Самара"
"905190",2425776,"Женщина","25-34","Новосибирск"
"905205",2430368,"Мужчина","25-34","Ижевск"
"905225",2363913,"Женщина","25-34","Астрахань"
"905234",2435429,"Женщина","45-54","Санкт-Петербург"
"905254",1592475,"Женщина","15-24","Московская Область"
"905691",1939219,"Мужчина","25-34","Московская Область"
"905711",707975,"Женщина","35-44","Тюмень"
"905999",2575441,"Мужчина","35-44","Москва"
"906014",2575576,"Мужчина","25-34","Москва"
"906020",405623,"Женщина","75 и старше","Екатеринбург"
"906884",2505146,"Мужчина","15-24","Екатеринбург"
"906885",331800,"Мужчина","55-64","Краснодар"
"906995",1467278,"Женщина","25-34","Новосибирск"
"907001",1702065,"Женщина","45-54","Самара"
"907645",623015,"Женщина","25-34","Пермь"
"907735",1071268,"Женщина","35-44","Самара"
"907975",343858,"Женщина","25-34","Самара"
"908065",446232,"Мужчина","25-34","Москва"
"908071",285522,"Мужчина","35-44","Москва"
"908151",1614943,"Женщина","25-34","Казань"
"908749",365082,"Женщина","45-54","Екатеринбург"
"911493",2577489,"Женщина","35-44","Московская Область"
"911528",1524183,"Женщина","35-44","Красноярск"
"911736",322862,"Женщина","35-44","Краснодар"
"911866",1164433,"Женщина","25-34","Ростов-на-Дону"
"911956",2310287,"Женщина","15-24","Тюмень"
"911957",577975,"Мужчина","25-34","Иваново"
"911961",2428857,"Мужчина","25-34","Мурманск"
"911977",1728795,"Женщина","15-24","Новокузнецк"
"911981",492863,"Женщина","35-44","Челябинск"
"912233",2430960,"Женщина","25-34","Новосибирск"
"912237",2421964,"Мужчина","45-54","Москва"
"912241",710517,"Женщина","25-34","Санкт-Петербург"
"912406",2394303,"Женщина","15-24","Томск"
"912412",1555187,"Женщина","15-24","Астрахань"
"912416",2431579,"Мужчина","15-24","Москва"
"912420",2432360,"Женщина","25-34","Иваново"
"912429",2432259,"Женщина","35-44","Ханты-Мансийск"
"912433",2433108,"Женщина","25-34","Альметьевск"
"912439",1791331,"Мужчина","35-44","Москва"
"912559",2432835,"Женщина","15-24","Волгоград"
"912560",2433508,"Женщина","25-34","Санкт-Петербург"
"912561",2434268,"Женщина","35-44","Мурманск"
"912565",2436608,"Мужчина","15-24","Москва"
"912569",2436659,"Мужчина","35-44","Москва"
"912578",2437226,"Мужчина","45-54","Пенза"
"912587",2906265,"Женщина","45-54","Красноярск"
"912590",2441948,"Мужчина","25-34","Московская Область"
"912592",2440752,"Мужчина","25-34","Санкт-Петербург"
"912616",411267,"Женщина","25-34","Москва"
"912905",711351,"Мужчина","25-34","Ростов-на-Дону"
"913129",1894947,"Женщина","15-24","Новосибирск"
"913144",722936,"Женщина","15-24","Красноярск"
"913994",1466096,"Мужчина","15-24","Новосибирск"
"914003",2620084,"Женщина","25-34","Екатеринбург"
"914009",1480805,"Женщина","15-24","Новосибирск"
"914023",1367376,"Женщина","35-44","Москва"
"914038",283131,"Женщина","25-34","Новосибирск"
"914494",1879633,"Женщина","25-34","Тюмень"
"914496",2529348,"Женщина","25-34","Краснодар"
"914505",2709606,"Мужчина","25-34","Санкт-Петербург"
"914506",712237,"Женщина","15-24","Новосибирск"
"914810",1430968,"Женщина","25-34","Калуга"
"914818",1732041,"Мужчина","25-34","Иркутск"
"914834",887273,"Женщина","25-34","Иркутск"
"915422",2263219,"Женщина","75 и старше","Москва"
"915447",5619,"Женщина","45-54","Москва"
"915510",2639901,"Женщина","15-24","Санкт-Петербург"
"915511",2441374,"Женщина","15-24","Набережные Челны"
"915517",2464532,"Мужчина","15-24","Красноярск"
"915526",2442898,"Женщина","45-54","Санкт-Петербург"
"915530",2446542,"Женщина","15-24","Волгоград"
"915534",2447185,"Мужчина","25-34","Тюмень"
"915543",1696312,"Женщина","25-34","Саратов"
"915578",2304631,"Мужчина","15-24","Белгород"
"915583",2447756,"Женщина","25-34","Краснодар"
"915603",2448561,"Женщина","25-34","Москва"
"915607",2448384,"Женщина","25-34","Москва"
"915619",2216453,"Женщина","25-34","Ростов-на-Дону"
"915625",2449756,"Мужчина","15-24","Казань"
"915629",42265,"Женщина","45-54","Москва"
"916479",398337,"Мужчина","35-44","Краснодар"
"916700",2715755,"Мужчина","25-34","Нижний Новгород"
"916701",2571744,"Мужчина","15-24","Ярославль"
"916707",2471357,"Женщина","25-34","Санкт-Петербург"
"916713",2393585,"Женщина","25-34","Нижний Тагил"
"916719",1522658,"Женщина","25-34","Воронеж"
"916754",2544830,"Женщина","35-44","Нижний Новгород"
"916766",202583,"Женщина","25-34","Санкт-Петербург"
"916778",158273,"Женщина","25-34","Санкт-Петербург"
"916784",2356779,"Женщина","25-34","Омск"
"916788",2859584,"Женщина","15-24","Сургут"
"916789",2469993,"Мужчина","25-34","Волгоград"
"916801",446208,"Мужчина","25-34","Новосибирск"
"917011",468012,"Мужчина","25-34","Уфа"
"917131",314936,"Мужчина","25-34","Ростов-на-Дону"
"917211",1065605,"Женщина","35-44","Омск"
"917497",714262,"Мужчина","35-44","Московская Область"
"917567",2451250,"Мужчина","25-34","Брянск"
"917583",1399869,"Женщина","25-34","Москва"
"917595",2451871,"Мужчина","35-44","Владимир"
"917610",2872543,"Женщина","15-24","Красноярск"
"917611",2454670,"Женщина","25-34","Москва"
"917623",2454331,"Мужчина","15-24","Красноярск"
"917672",333650,"Женщина","35-44","Самара"
"917728",1161163,"Мужчина","35-44","Челябинск"
"917729",2460134,"Женщина","25-34","Московская Область"
"917745",660031,"Женщина","25-34","Красноярск"
"917751",1562193,"Женщина","25-34","Саратов"
"919407",2458442,"Мужчина","15-24","Московская Область"
"919432",2291524,"Женщина","35-44","Кемерово"
"919444",2633088,"Мужчина","15-24","Липецк"
"919445",1605451,"Женщина","25-34","Челябинск"
"919487",512537,"Женщина","75 и старше","Нижний Новгород"
"920299",2862623,"Женщина","35-44","Новокузнецк"
"920300",2199524,"Женщина","15-24","Новосибирск"
"920340",2534935,"Женщина","15-24","Пенза"
"920344",2477328,"Мужчина","45-54","Уфа"
"920350",2468206,"Мужчина","25-34","Москва"
"920354",1629560,"Женщина","25-34","Краснодар"
"920434",693319,"Женщина","15-24","Екатеринбург"
"920544",2545313,"Женщина","25-34","Омск"
"920550",1259260,"Женщина","45-54","Санкт-Петербург"
"924436",1459585,"Женщина","35-44","Москва"
"924526",1680241,"Женщина","25-34","Волгоград"
"924527",168374,"Мужчина","35-44","Екатеринбург"
"926319",2484142,"Женщина","55-64","Красноярск"
"926339",1275510,"Женщина","45-54","Иркутск"
"927176",2512192,"Мужчина","25-34","Москва"
"927180",2521051,"Мужчина","15-24","Московская Область"
"927360",1645684,"Мужчина","65-74","Ростов-на-Дону"
"927612",857847,"Женщина","35-44","Краснодар"
"928074",1175023,"Женщина","25-34","Волгоград"
"929829",1719718,"Женщина","55-64","Новосибирск"
"930050",1150152,"Мужчина","15-24","Ростов-на-Дону"
"930149",1548187,"Женщина","15-24","Тюмень"
"930173",2423159,"Женщина","25-34","Санкт-Петербург"
"930177",1501733,"Женщина","35-44","Екатеринбург"
"930186",2462737,"Женщина","25-34","Омск"
"930190",1447557,"Мужчина","25-34","Екатеринбург"
"930690",2464594,"Женщина","15-24","Брянск"
"930706",2465605,"Женщина","25-34","Екатеринбург"
"930710",1633980,"Женщина","25-34","Краснодар"
"931050",2467225,"Женщина","25-34","Москва"
"931062",208409,"Мужчина","25-34","Москва"
"931088",955351,"Женщина","25-34","Москва"
"931854",1280612,"Женщина","25-34","Краснодар"
"932695",1727305,"Мужчина","15-24","Курск"
"932719",2435392,"Мужчина","25-34","Якутск"
"932731",202466,"Женщина","15-24","Московская Область"
"932747",1720393,"Женщина",NA,"Пермь"
"932777",858536,"Женщина","15-24","Тюмень"
"932789",1134741,"Мужчина","15-24","Тюмень"
"932798",1085301,"Женщина","25-34","Краснодар"
"934278",1027780,"Женщина","35-44","Астрахань"
"934824",965137,"Мужчина","15-24","Красноярск"
"934854",1526416,"Женщина","35-44","Ростов-на-Дону"
"935745",2533342,"Женщина","25-34","Барнаул"
"935757",1543346,"Женщина","35-44","Новокузнецк"
"936114",1361686,"Женщина","25-34","Ростов-на-Дону"
"936643",1832112,"Женщина","15-24","Санкт-Петербург"
"936693",1239951,"Мужчина","25-34","Воронеж"
"940345",1446152,"Женщина","25-34","Москва"
"940380",2676477,"Женщина","45-54","Воронеж"
"940384",89827,"Женщина","35-44","Москва"
"940392",2546662,"Мужчина","35-44","Челябинск"
"940393",1721056,"Женщина","25-34","Иваново"
"940394",1641380,"Мужчина","25-34","Оренбург"
"941219",1274868,"Женщина","15-24","Калуга"
"941543",1206961,"Женщина","45-54","Москва"
"941874",2471494,"Мужчина","15-24","Москва"
"941886",2471168,"Женщина","25-34","Ульяновск"
"941895",1222635,"Женщина","65-74","Самара"
"942335",1601136,"Женщина","25-34","Воронеж"
"942339",1580443,"Женщина","25-34","Челябинск"
"942471",2472835,"Женщина","25-34","Волгоград"
"942483",2568787,"Женщина","25-34","Краснодар"
"942501",2474008,"Мужчина","45-54","Москва"
"942527",2477167,"Женщина","35-44","Москва"
"942536",803510,"Женщина","25-34","Новосибирск"
"943464",1576204,"Мужчина","25-34","Уфа"
"944487",1726174,"Мужчина","25-34","Ставрополь"
"944727",262071,"Женщина","15-24","Екатеринбург"
"944731",2479839,"Мужчина","15-24","Липецк"
"944735",1345938,"Мужчина","25-34","Иркутск"
"945369",2480772,"Женщина","15-24","Санкт-Петербург"
"945373",756768,"Женщина","25-34","Краснодар"
"945901",1242273,"Женщина","25-34","Ростов-на-Дону"
"946217",1173512,"Женщина","55-64","Воронеж"
"946472",1454548,"Мужчина","35-44","Краснодар"
"948211",797411,"Женщина","15-24","Ростов-на-Дону"
"948591",2485236,"Мужчина","25-34","Санкт-Петербург"
"948607",2485978,"Мужчина","15-24","Краснодар"
"948615",1721479,"Женщина","45-54","Тобольск"
"948651",2365005,"Женщина","25-34","Самара"
"948660",1593763,"Женщина","25-34","Новосибирск"
"948716",1564884,"Женщина","35-44","Волгоград"
"948804",2490714,"Мужчина","25-34","Брянск"
"948808",2908422,"Женщина","25-34","Тольятти"
"948809",1592914,"Женщина","25-34","Тольятти"
"949909",1362615,"Женщина","25-34","Краснодар"
"949945",2568283,"Мужчина","25-34","Томск"
"949975",355931,"Женщина","25-34","Ростов-на-Дону"
"949991",1326033,"Мужчина","15-24","Москва"
"949992",2492456,"Женщина","45-54","Москва"
"950133",1849473,"Мужчина","25-34","Москва"
"950167",2074440,"Женщина","15-24","Сургут"
"950209",1322226,"Женщина","45-54","Ростов-на-Дону"
"950374",1342770,"Женщина","15-24","Екатеринбург"
"951024",726166,"Мужчина","25-34","Челябинск"
"951234",1865852,"Женщина","15-24","Москва"
"951276",838263,"Мужчина","45-54","Иркутск"
"951386",1361967,"Мужчина","15-24","Москва"
"951594",2492207,"Мужчина","25-34","Астрахань"
"951598",2492224,"Женщина","35-44","Новосибирск"
"951662",1544367,"Мужчина","35-44","Ставрополь"
"951671",2493488,"Женщина","25-34","Пермь"
"951675",2494284,"Мужчина","45-54","Тюмень"
"951691",2495273,"Женщина","15-24","Краснодар"
"951695",2520675,"Женщина","15-24","Краснодар"
"951704",1244552,"Мужчина","35-44","Краснодар"
"953072",2498050,"Женщина","15-24","Волгоград"
"953076",1551693,"Мужчина","25-34","Уфа"
"953132",319329,"Мужчина","25-34","Москва"
"953327",731524,"Мужчина","45-54","Новосибирск"
"957927",2489973,"Женщина","25-34","Иркутск"
"957933",1596286,"Женщина","25-34","Екатеринбург"
"958188",1596405,"Мужчина","35-44","Саратов"
"958518",1623721,"Женщина","65-74","Москва"
"958631",2382120,"Женщина","45-54","Москва"
"958791",1604883,"Женщина","25-34","Иваново"
"958833",1574229,"Женщина","25-34","Краснодар"
"959013",1273411,"Мужчина","25-34","Воронеж"
"959941",2903757,"Мужчина","15-24","Москва"
"959943",2565854,"Мужчина","15-24","Москва"
"959949",1531357,"Мужчина","15-24","Владимир"
"960165",2556090,"Женщина","25-34","Новосибирск"
"960166",1902783,"Женщина","25-34","Москва"
"960246",2501217,"Мужчина","15-24","Тюмень"
"960255",2506620,"Женщина","35-44","Тюмень"
"960264",1039132,"Женщина","15-24","Новосибирск"
"960446",1723467,"Женщина","15-24","Кемерово"
"960563",2503613,"Женщина","35-44","Москва"
"960567",2505046,"Женщина","15-24","Нижний Новгород"
"960568",2505460,"Мужчина","15-24","Санкт-Петербург"
"960572",398511,"Мужчина","45-54","Самара"
"960917",1097818,"Женщина","25-34","Иркутск"
"960981",2507029,"Женщина","25-34","Кемерово"
"960982",2507897,"Мужчина","25-34","Воронеж"
"960986",2519558,"Женщина","15-24","Московская Область"
"961002",1723674,"Мужчина","25-34","Нижний Новгород"
"961156",2568529,"Женщина","55-64","Москва"
"961174",2556428,"Женщина","15-24","Чебоксары"
"961180",995714,"Мужчина","35-44","Екатеринбург"
"964661",1723878,"Мужчина","25-34","Москва"
"964761",1615247,"Женщина","25-34","Краснодар"
"965217",295065,"Женщина","35-44","Волгоград"
"966117",450741,"Женщина","25-34","Екатеринбург"
"966992",1496652,"Женщина","35-44","Москва"
"967856",1732606,"Мужчина","25-34","Москва"
"967898",1294151,"Мужчина","55-64","Москва"
"968565",1420156,"Мужчина","15-24","Москва"
"968655",2512032,"Женщина",NA,"Чебоксары"
"968656",1539571,"Женщина","25-34","Ставрополь"
"968660",2264771,"Женщина","15-24","Альметьевск"
"968666",2387660,"Женщина","25-34","Тольятти"
"968670",1559579,"Мужчина","15-24","Москва"
"968712",2521034,"Женщина","25-34","Томск"
"968716",76165,"Женщина","25-34","Москва"
"968722",2526385,"Женщина","25-34","Орел"
"968726",106245,"Женщина","35-44","Казань"
"968843",1186176,"Мужчина","45-54","Калуга"
"968892",1193223,"Мужчина","25-34","Екатеринбург"
"970564",2558961,"Женщина","25-34","Саратов"
"970579",258952,"Женщина","15-24","Ростов-на-Дону"
"970759",1724844,"Женщина","25-34","Самара"
"970869",832095,"Мужчина","25-34","Санкт-Петербург"
"971051",990175,"Женщина","35-44","Красноярск"
"971718",1647464,"Мужчина","45-54","Красноярск"
"971984",2527472,"Женщина","25-34","Екатеринбург"
"971988",2525318,"Мужчина","25-34","Абакан"
"972004",1275132,"Женщина","45-54","Иркутск"
"972160",2482720,"Женщина","15-24","Московская Область"
"972166",2528397,"Мужчина","25-34","Ханты-Мансийск"
"972182",2529349,"Женщина","15-24","Санкт-Петербург"
"972198",2726446,"Мужчина","25-34","Московская Область"
"972202",2505781,"Мужчина","35-44","Челябинск"
"972214",2532354,"Женщина","35-44","Москва"
"972277",1479963,"Женщина","25-34","Санкт-Петербург"
"972661",1172587,"Женщина","25-34","Красноярск"
"972701",1518273,"Женщина","35-44","Москва"
"973526",1596460,"Женщина","25-34","Самара"
"973958",791368,"Женщина","25-34","Новосибирск"
"974101",1725934,"Женщина","35-44","Санкт-Петербург"
"974173",1547837,"Мужчина","25-34","Томск"
"974182",1550598,"Мужчина","25-34","Екатеринбург"
"974467",743423,"Женщина","25-34","Калининград"
"974707",211202,"Женщина","45-54","Санкт-Петербург"
"974732",327692,"Женщина","35-44","Краснодар"
"975257",1087760,"Женщина","25-34","Красноярск"
"975321",729346,"Мужчина","45-54","Уфа"
"975699",2535616,"Женщина","25-34","Воронеж"
"975703",2536358,"Женщина","15-24","Мурманск"
"975719",1183998,"Женщина","35-44","Волгоград"
"976023",1726961,"Мужчина","25-34","Москва"
"976123",637679,"Мужчина","25-34","Екатеринбург"
"976541",2539786,"Женщина","15-24","Санкт-Петербург"
"976545",997389,"Женщина","45-54","Москва"
"977051",2540617,"Мужчина","25-34","Санкт-Петербург"
"977055",1017581,"Женщина","35-44","Тверь"
"977419",2540952,"Мужчина","15-24","Петрозаводск"
"977425",1552087,"Женщина","35-44","Тюмень"
"977497",756240,"Женщина","35-44","Воронеж"
"978147",1578901,"Мужчина","25-34","Москва"
"978193",982932,"Женщина","35-44","Новосибирск"
"978199",2548362,"Женщина","55-64","Екатеринбург"
"978417",1743359,"Мужчина","45-54","Тольятти"
"978740",1332990,"Женщина","15-24","Сургут"
"978861",1256455,"Женщина","25-34","Тюмень"
"979851",823417,"Женщина","25-34","Санкт-Петербург"
"980475",1525923,"Мужчина","25-34","Тюмень"
"980491",2546846,"Мужчина","25-34","Пенза"
"980500",2551238,"Женщина","25-34","Санкт-Петербург"
"980504",2552622,"Мужчина","35-44","Самара"
"980508",1727374,"Мужчина","15-24","Воронеж"
"980533",2049757,"Женщина","25-34","Санкт-Петербург"
"980557",1307145,"Женщина","25-34","Челябинск"
"980561",339189,"Женщина","25-34","Челябинск"
"980669",1195376,"Женщина","25-34","Краснодар"
"981043",1743263,"Женщина","45-54","Курск"
"981195",1725380,"Женщина","25-34","Астрахань"
"981259",1204678,"Женщина","45-54","Краснодар"
"982585",1444452,"Женщина","35-44","Омск"
"983833",1544723,"Женщина","45-54","Астрахань"
"983869",849859,"Женщина","35-44","Москва"
"986025",223543,"Женщина","15-24","Санкт-Петербург"
"987005",482392,"Мужчина","25-34","Красноярск"
"987125",1400709,"Женщина","45-54","Москва"
"987257",2554041,"Женщина","25-34","Астрахань"
"987266",2704937,"Мужчина","25-34","Волгоград"
"987267",2557197,"Мужчина","25-34","Волгоград"
"987271",2560183,"Женщина","55-64","Кострома"
"987287",99610,"Женщина","35-44","Москва"
"987908",1728117,"Женщина","25-34","Ставрополь"
"988048",1723270,"Женщина","35-44","Воронеж"
"988168",1253944,"Женщина","45-54","Краснодар"
"988605",1161064,"Женщина","25-34","Московская Область"
"988617",1305415,"Мужчина","35-44","Ростов-на-Дону"
"988785",108049,"Мужчина","25-34","Москва"
"989009",1511462,"Женщина","45-54","Ярославль"
"990471",1560013,"Мужчина","25-34","Воронеж"
"990794",1661658,"Мужчина","25-34","Иваново"
"990875",1728435,"Женщина","35-44","Московская Область"
"990891",355288,"Мужчина","25-34","Казань"
"991674",1368422,"Мужчина","35-44","Краснодар"
"992634",1234699,"Мужчина","35-44","Ростов-на-Дону"
"993090",1477180,"Женщина","55-64","Москва"
"993153",397984,"Женщина","25-34","Челябинск"
"993393",2459587,"Женщина","25-34","Екатеринбург"
"993402",1439554,"Мужчина","25-34","Краснодар"
"993512",159820,"Мужчина","35-44","Санкт-Петербург"
"993520",184111,"Женщина","35-44","Москва"
"993524",1514104,"Женщина","65-74","Москва"
"994112",1419193,"Мужчина","25-34","Москва"
"994350",2872213,"Женщина","35-44","Самара"
"994355",54684,"Женщина","25-34","Москва"
"994487",1815674,"Мужчина","25-34","Новосибирск"
"994787",313136,"Женщина","45-54","Ростов-на-Дону"
"995742",1936947,"Женщина","45-54","Москва"
"996204",1143098,"Мужчина","25-34","Воронеж"
"996276",731227,"Женщина","25-34","Московская Область"
"996348",1564259,"Мужчина","35-44","Москва"
"997437",1069749,"Мужчина","25-34","Москва"
"997593",909301,"Мужчина","25-34","Екатеринбург"
"997863",1352780,"Женщина","15-24","Москва"
"998199",1903905,"Мужчина","15-24","Томск"
"998248",1528713,"Женщина","25-34","Ростов-на-Дону"
"998488",2015166,"Мужчина","25-34","Тюмень"
"998656",313576,"Мужчина","25-34","Ростов-на-Дону"
"998744",1813282,"Женщина","15-24","Саратов"
"999332",1641071,"Женщина","15-24","Санкт-Петербург"
"999449",1361978,"Женщина","25-34","Москва"
"1000317",992452,"Женщина","25-34","Самара"
"1000777",2094038,"Мужчина","15-24","Краснодар"
"1000858",1751167,"Женщина","25-34","Москва"
"1000860",1839558,"Женщина","35-44","Санкт-Петербург"
"1000885",1810886,"Мужчина","25-34","Москва"
"1001263",1679613,"Женщина","25-34","Воронеж"
"1001419",465239,"Женщина","25-34","Екатеринбург"
"1001549",2111029,"Женщина","25-34","Ростов-на-Дону"
"1001675",1921014,"Женщина","55-64","Новокузнецк"
"1001711",1209107,"Женщина","25-34","Санкт-Петербург"
"1001966",842785,"Женщина","55-64","Омск"
"1002076",247227,"Женщина","55-64","Ростов-на-Дону"
"1007117",1813774,"Женщина","25-34","Томск"
"1007299",1629769,"Женщина","25-34","Кемерово"
"1007537",387288,"Женщина","25-34","Красноярск"
"1007636",1652085,"Женщина","25-34","Иркутск"
"1007892",1550563,"Мужчина","25-34","Екатеринбург"
"1010580",1594198,"Женщина","35-44","Кемерово"
"1010643",2015702,"Мужчина","25-34","Иркутск"
"1010663",1760929,"Женщина","65-74","Челябинск"
"1011059",2327944,"Женщина","35-44","Липецк"
"1011104",2015861,"Мужчина","45-54","Екатеринбург"
"1011779",2219200,"Мужчина","25-34","Чебоксары"
"1011919",1496897,"Мужчина","25-34","Волгоград"
"1011922",2773977,"Мужчина","45-54","Волгоград"
"1011974",661891,"Мужчина","35-44","Новосибирск"
"1012310",2018924,"Мужчина","25-34","Новосибирск"
"1012319",587856,"Женщина","25-34","Московская Область"
"1013009",1754310,"Мужчина","15-24","Тюмень"
"1013029",1683782,"Женщина","25-34","Новокузнецк"
"1013409",1255847,"Женщина","35-44","Екатеринбург"
"1013458",2020248,"Женщина","25-34","Орел"
"1013494",2015679,"Женщина","25-34","Московская Область"
"1013774",2261588,"Мужчина","25-34","Новосибирск"
"1013777",2834232,"Мужчина","25-34","Новосибирск"
"1013779",1557850,"Женщина","65-74","Краснодар"
"1014354",1841345,"Женщина","25-34","Санкт-Петербург"
"1014453",2756545,"Женщина","15-24","Краснодар"
"1014573",1102537,"Женщина","45-54","Омск"
"1014621",1981785,"Мужчина","25-34","Орел"
"1014861",2016513,"Мужчина","25-34","Новосибирск"
"1014949",804398,"Женщина","25-34","Уфа"
"1015455",1650496,"Женщина","45-54","Воронеж"
"1015695",729813,"Женщина","25-34","Новосибирск"
"1015743",1398850,"Мужчина","25-34","Екатеринбург"
"1015983",1567438,"Женщина","25-34","Москва"
"1016165",2022283,"Женщина","25-34","Тольятти"
"1016169",1032826,"Мужчина","25-34","Красноярск"
"1016785",1545756,"Мужчина","35-44","Казань"
"1017145",1795051,"Женщина","25-34","Московская Область"
"1017175",1691485,"Женщина","35-44","Екатеринбург"
"1017211",414682,"Женщина","25-34","Москва"
"1017717",336803,"Женщина","35-44","Москва"
"1017925",1633472,"Мужчина","35-44","Ростов-на-Дону"
"1018005",915827,"Женщина","25-34","Новосибирск"
"1019357",786261,"Женщина","35-44","Санкт-Петербург"
"1019646",1133749,"Женщина","25-34","Волгоград"
"1019746",1414595,"Женщина","35-44","Омск"
"1019867",975203,"Мужчина","35-44","Новосибирск"
"1020062",416300,"Мужчина","25-34","Красноярск"
"1020451",728768,"Мужчина","25-34","Челябинск"
"1021101",1976167,"Мужчина","35-44","Москва"
"1021211",1587347,"Мужчина","25-34","Кемерово"
"1021241",1458527,"Женщина","25-34","Ярославль"
"1021423",824516,"Мужчина","35-44","Москва"
"1021567",1783901,"Мужчина","25-34","Иркутск"
"1021985",1901186,"Мужчина","25-34","Москва"
"1022489",430409,"Женщина","25-34","Саратов"
"1022519",728388,"Женщина","15-24","Новосибирск"
"1022849",1410608,"Женщина","35-44","Екатеринбург"
"1023189",1775696,"Женщина","25-34","Москва"
"1024336",892662,"Женщина","25-34","Москва"
"1024426",2017976,"Мужчина","25-34","Уфа"
"1024430",1766227,"Женщина","35-44","Калуга"
"1024736",1642010,"Женщина","35-44","Москва"
"1025236",580169,"Женщина","35-44","Екатеринбург"
"1026562",2018092,"Женщина","25-34","Тюмень"
"1026597",27976,"Мужчина","25-34","Москва"
"1026622",2018046,"Женщина","25-34","Москва"
"1026712",1797559,"Женщина","25-34","Тула"
"1027127",204696,"Женщина","25-34","Рязань"
"1027727",2017965,"Женщина","25-34","Санкт-Петербург"
"1027811",448567,"Женщина","35-44","Москва"
"1028171",1229570,"Женщина","25-34","Волгоград"
"1028462",239683,"Женщина","25-34","Казань"
"1029390",1643187,"Мужчина","15-24","Рязань"
"1029426",2416184,"Женщина","25-34","Самара"
"1029438",1880590,"Женщина","45-54","Омск"
"1029510",1819540,"Мужчина","35-44","Москва"
"1029654",1752728,"Мужчина","25-34","Уфа"
"1029726",2018688,"Мужчина","25-34","Санкт-Петербург"
"1029789",1868250,"Мужчина","35-44","Москва"
