"","CE_id","user_id","mean_rate","satisfaction","avg_check","timediff_order"
"870181","CE_4376",593218,4.25,"Promoters",112.12,169
"871077","CE_4377",926243,4.17,"Promoters",208.1,43
"871102","CE_4378",2375768,5,"Promoters",107.825,33
"871106","CE_4379",2349462,1.25,"Detractors",130.17,46
"871122","CE_4380",2178864,0.62,"Detractors",252.39,42
"871186","CE_4381",1655046,1.32,"Detractors",86.645,117
"871566","CE_4382",1416223,4.37,"Promoters",122.87,132
"871567","CE_4383",1611074,4.37,"Promoters",122.87,132
"871999","CE_4384",2372862,1.29,"Detractors",480.185,29
"872009","CE_4385",1520695,3.77,"Passives",81.805,139
"872298","CE_4386",2345651,1.67,"Detractors",125.125,31
"872310","CE_4387",747739,3.07,"Passives",130.46,213
"872535","CE_4388",2441595,5,"Promoters",116.24,22
"872547","CE_4389",2373012,3.12,"Passives",96.83,45
"872610","CE_4390",1466935,2.5,"Detractors",57.805,136
"872634","CE_4391",2353300,5,"Promoters",136.24,28
"872638","CE_4392",831025,2.5,"Detractors",123.21,23
"872642","CE_4393",1042036,0,"NotDefined",151.8,157
"872706","CE_4394",2374487,5,"Promoters",178.65,50
"872707","CE_4395",1482497,4.5,"Promoters",65.79,106
"872917","CE_4396",1901380,2.6,"Detractors",125.925,93
"873202","CE_4397",1829550,1.67,"Detractors",77.49,26
"873223","CE_4398",2475455,1.67,"Detractors",77.49,26
"873239","CE_4399",2375023,2.14,"Detractors",270.14,39
"873275","CE_4400",2445036,0,"NotDefined",118.43,14
"873279","CE_4401",2375140,0,"NotDefined",103.84,33
"873283","CE_4402",2375204,3.33,"Passives",127.785,49
"873292","CE_4403",883129,4.57,"Promoters",94.455,173
"873817","CE_4404",2376565,4.33,"Promoters",99.75,47
"873826","CE_4405",2376941,5,"Promoters",236.85,33
"873830","CE_4406",2376892,0.83,"Detractors",176.795,50
"873878","CE_4407",2388629,5,"Promoters",197.055,22
"873890","CE_4408",2377096,5,"Promoters",179.85,5
"873910","CE_4409",2381211,3.5,"Passives",70.375,45
"873952","CE_4410",1679663,3.83,"Passives",331.69,36
"874018","CE_4411",346346,1.29,"Detractors",112.82,164
"874081","CE_4412",1294521,0.29,"Detractors",126.535,44
"874455","CE_4413",2380027,2.5,"Detractors",66.875,39
"874475","CE_4414",2739562,4.17,"Promoters",96.23,75
"874477","CE_4415",1143255,3.75,"Passives",95.1,35
"874497","CE_4416",1042127,3.33,"Passives",87.735,30
"874509","CE_4417",2381055,4,"Promoters",218.12,47
"874513","CE_4418",2387854,3.33,"Passives",92.78,32
"874522","CE_4419",2027886,3.75,"Passives",82.725,31
"874550","CE_4420",2430989,5,"Promoters",199.07,15
"874558","CE_4421",2383688,0,"NotDefined",91.18,47
"874567","CE_4422",2383484,0,"NotDefined",109.135,49
"874573","CE_4423",2390687,3.33,"Passives",58.34,48
"874579","CE_4424",2804354,0,"NotDefined",119.315,21
"874580","CE_4425",2544911,0,"NotDefined",119.315,21
"874582","CE_4426",2331016,5,"Promoters",66.58,32
"874598","CE_4427",2389177,1.67,"Detractors",87.96,46
"874610","CE_4428",2430109,1.67,"Detractors",127.46,35
"874622","CE_4429",2385694,1.25,"Detractors",144.395,35
"874646","CE_4430",2390491,0,"NotDefined",180.325,45
"874647","CE_4431",1345672,1.62,"Detractors",124.52,138
"877440","CE_4432",2386227,4,"Promoters",158.47,26
"877470","CE_4433",1454297,0,"NotDefined",169.12,104
"877495","CE_4434",2530982,0,"NotDefined",108.14,30
"877527","CE_4435",1165766,3.33,"Passives",110.46,32
"877536","CE_4436",2508934,0,"NotDefined",221.1,22
"877542","CE_4437",1158189,2,"Detractors",104.73,77
"877562","CE_4438",2419197,3.75,"Passives",171.285,41
"877586","CE_4439",1093587,2.27,"Detractors",101.135,135
"877707","CE_4440",406929,1.67,"Detractors",83.02,120
"877815","CE_4441",2454554,3.75,"Passives",91.235,23
"877843","CE_4442",878461,3.67,"Passives",73.085,110
"877942","CE_4443",2500194,3.75,"Passives",194.59,23
"877962","CE_4444",974193,2.78,"Detractors",94.48,146
"878043","CE_4445",1189179,0.38,"Detractors",181.4,149
"878238","CE_4446",2786350,3.33,"Passives",119.365,43
"878240","CE_4447",1572107,3.54,"Passives",157.38,105
"878372","CE_4448",2507771,2.5,"Detractors",99.995,23
"878376","CE_4449",1690463,5,"Promoters",87.005,119
"878412","CE_4450",2469513,2.17,"Detractors",75.935,28
"878421","CE_4451",2444851,4.17,"Promoters",84.84,33
"878457","CE_4452",2325884,2.5,"Detractors",128.59,34
"878477","CE_4453",2394347,3.33,"Passives",126.995,35
"878489","CE_4454",902591,2.48,"Detractors",137.65,168
"879064","CE_4455",722380,4.68,"Promoters",117.625,133
"880114","CE_4456",1570162,0,"NotDefined",120.3,123
"880144","CE_4457",1342908,1,"Detractors",246.145,47
"880192","CE_4458",1633594,0.71,"Detractors",95.87,117
"880200","CE_4459",1700559,0.71,"Detractors",95.87,117
"880243","CE_4460",2077561,5,"Promoters",228.335,21
"880247","CE_4461",1938943,3.53,"Passives",80.675,97
"880517","CE_4462",1223306,0,"NotDefined",97.76,24
"880518","CE_4463",1619811,4.94,"Promoters",156.06,89
"880886","CE_4464",1253895,0.5,"Detractors",145.62,150
"881306","CE_4465",258649,3.33,"Passives",111.96,25
"881321","CE_4466",1295327,0.83,"Detractors",83.825,38
"881489","CE_4467",2547357,5,"Promoters",107.015,26
"881495","CE_4468",124878,0,"NotDefined",98.715,31
"881615","CE_4469",2013429,4.62,"Promoters",117.095,67
"881784","CE_4470",2012869,0.83,"Detractors",78.495,75
"881844","CE_4471",321339,3.2,"Passives",88.205,231
"883314","CE_4472",2438999,5,"Promoters",222.19,18
"883320","CE_4473",1431937,1.84,"Detractors",120.615,138
"883738","CE_4474",28102,3.12,"Passives",131.35,108
"883818","CE_4475",2637837,3.75,"Passives",128.82,173
"883826","CE_4476",2569720,4.17,"Promoters",120.82,20
"883874","CE_4477",2520327,5,"Promoters",80.285,32
"883884","CE_4478",1373432,0,"NotDefined",94.325,147
"884122","CE_4479",1920829,2.1,"Detractors",126.88,87
"884232","CE_4480",1274945,1,"Detractors",191.57,21
"884256","CE_4481",2345964,1.67,"Detractors",75.315,31
"884265","CE_4482",1035142,3.22,"Passives",127.59,122
"884886","CE_4483",1601150,2.33,"Detractors",138.76,127
"884940","CE_4484",1552108,1.67,"Detractors",110.76,36
"884956","CE_4485",2437604,0,"NotDefined",79.83,31
"884960","CE_4486",2403038,3.25,"Passives",120.97,44
"884980","CE_4487",1377196,4.17,"Promoters",113.405,44
"885060","CE_4488",961893,2.11,"Detractors",77.93,185
"885150","CE_4489",2404738,1.67,"Detractors",111.91,39
"885165","CE_4490",635482,3.64,"Passives",127.82,209
"885308","CE_4491",1214958,4.92,"Promoters",124.7,153
"886088","CE_4492",2079615,3.89,"Passives",176.735,79
"886187","CE_4493",2402370,3.33,"Passives",89.26,46
"886202","CE_4494",2386550,0,"NotDefined",152.065,32
"886222","CE_4495",2826285,5,"Promoters",395.105,38
"886223","CE_4496",1310097,4.12,"Promoters",134.665,122
"886529","CE_4497",2014160,0.83,"Detractors",138.615,91
"886534","CE_4498",1983074,0.83,"Detractors",138.615,91
"886545","CE_4499",2388137,0.33,"Detractors",146.27,45
"886587","CE_4500",2392935,4.5,"Promoters",138.955,44
"886591","CE_4501",2401174,1.5,"Detractors",199.925,44
"886592","CE_4502",2390993,1.5,"Detractors",199.925,44
"886596","CE_4503",2401202,1.5,"Detractors",199.925,44
"886597","CE_4504",1821529,2.5,"Detractors",95.625,47
"886609","CE_4505",1425494,5,"Promoters",106.47,21
"886613","CE_4506",2402076,1.33,"Detractors",90.075,44
"886617","CE_4507",2393634,1.25,"Detractors",110.06,32
"886637","CE_4508",2215789,2.5,"Detractors",192.035,24
"886649","CE_4509",2391408,2.5,"Detractors",71.91,21
"886653","CE_4510",2391748,0,"NotDefined",95.885,25
"886659","CE_4511",2391747,0,"NotDefined",98.49,46
"886675","CE_4512",2392482,1.25,"Detractors",101.12,45
"886695","CE_4513",2392506,5,"Promoters",105.835,42
"886744","CE_4514",2392335,5,"Promoters",76.65,43
"886759","CE_4515",2393827,2.5,"Detractors",117.87,25
"886779","CE_4516",2394398,1.67,"Detractors",127.865,30
"886788","CE_4517",2597097,4.31,"Promoters",153.76,97
"886792","CE_4518",531421,5,"Promoters",163.995,78
"886812","CE_4519",2400378,2.5,"Detractors",131.56,30
"886816","CE_4520",2028543,2.5,"Detractors",371.095,46
"886820","CE_4521",1798912,2.5,"Detractors",136.35,45
"886822","CE_4522",2398775,5,"Promoters",149.59,27
"886831","CE_4523",1573146,4.72,"Promoters",162.71,122
"887071","CE_4524",2339822,1.67,"Detractors",134.895,36
"887083","CE_4525",1779682,1.54,"Detractors",112.035,115
"887265","CE_4526",2400249,3,NA,64.52,31
"887274","CE_4527",986184,2.5,"Detractors",131.005,189
"888226","CE_4528",2400341,1,"Detractors",135.195,38
"888238","CE_4529",50129,3.12,"Passives",117.755,98
"888263","CE_4530",2831149,0,"NotDefined",237.035,21
"888265","CE_4531",910400,4.24,"Promoters",87.905,197
"888571","CE_4532",2022593,3,NA,90.935,83
"888575","CE_4533",1014321,3.93,"Passives",147.64,93
"888813","CE_4534",1507956,3.93,"Passives",118.375,140
"889023","CE_4535",2469091,4.17,"Promoters",148.32,30
"889113","CE_4536",1322984,2.17,"Detractors",87.755,115
"889167","CE_4537",2480056,5,"Promoters",100.32,22
"889191","CE_4538",2630379,4.75,"Promoters",83.69,20
"889200","CE_4539",1336122,0.62,"Detractors",97.925,147
"889725","CE_4540",2558984,3,NA,107.42,19
"889740","CE_4541",455610,3.5,"Passives",62.895,95
"889760","CE_4542",2548581,3.33,"Passives",93.465,31
"889772","CE_4543",2551654,0,"NotDefined",84.51,20
"889776","CE_4544",2458667,3.33,"Passives",67.4,30
"889782","CE_4545",2435748,0,"NotDefined",83.45,32
"889794","CE_4546",1516023,2.5,"Detractors",96.285,40
"889946","CE_4547",2462315,0,"NotDefined",118.29,31
"889964","CE_4548",2419682,1.67,"Detractors",158.675,34
"889972","CE_4549",2453992,5,"Promoters",69.06,29
"889981","CE_4550",1424107,1.67,"Detractors",143.49,137
"889993","CE_4551",476499,4.32,"Promoters",143.23,223
"890563","CE_4552",402057,4,"Promoters",144.12,238
"890983","CE_4553",2489055,2.5,"Detractors",115.125,26
"890984","CE_4554",2806564,0,"NotDefined",85.235,19
"890985","CE_4555",2502847,0,"NotDefined",240.105,25
"890986","CE_4556",2712807,2.5,"Detractors",149.83,35
"890992","CE_4557",364708,0,"NotDefined",86.445,224
"891022","CE_4558",2808717,0,"NotDefined",113.28,24
"891024","CE_4559",2526752,3.93,"Passives",173.815,28
"891145","CE_4560",2537499,3,NA,88.365,31
"891165","CE_4561",2472224,3,NA,87.05,35
"891200","CE_4562",458217,2.17,"Detractors",146.895,235
"891596","CE_4563",701980,2.19,"Detractors",174.23,241
"891884","CE_4564",2430415,0,"NotDefined",106.125,37
"891896","CE_4565",702201,3.7,"Passives",274.91,240
"891905","CE_4566",1021680,3.7,"Passives",274.91,240
"891916","CE_4567",2395186,3.7,"Passives",274.91,240
"893311","CE_4568",2395186,3.13,"Passives",156.96,188
"893318","CE_4569",2543614,5,"Promoters",257.14,31
"893330","CE_4570",2456520,3.33,"Passives",471.645,38
"893338","CE_4571",2396279,4.17,"Promoters",103.185,27
"893356","CE_4572",2401114,2.5,"Detractors",107.565,42
"893368","CE_4573",1379918,0.2,"Detractors",106.055,128
"893393","CE_4574",2375004,5,"Promoters",77.84,39
"893405","CE_4575",232108,2.5,"Detractors",117.385,28
"893406","CE_4576",915453,5,"Promoters",75.495,40
"893412","CE_4577",2403426,2.71,"Detractors",157.88,139
"893448","CE_4578",2407356,3.33,"Passives",330.675,42
"893449","CE_4579",2404006,5,"Promoters",97.335,29
"893453","CE_4580",2403929,5,"Promoters",94.825,31
"893457","CE_4581",702863,2.5,"Detractors",152.67,222
"893557","CE_4582",2321928,4.67,"Promoters",113.515,38
"893569","CE_4583",1663057,2.47,"Detractors",78.295,126
"893892","CE_4584",2403962,3.33,"Passives",263.695,43
"893904","CE_4585",2405898,1.33,"Detractors",114.87,32
"893916","CE_4586",366457,0,"NotDefined",121.345,30
"893924","CE_4587",1828975,1.2,"Detractors",93.255,30
"893974","CE_4588",2276268,2.87,"Detractors",64.425,207
"893976","CE_4589",1941217,2.5,"Detractors",83.22,26
"893980","CE_4590",1118225,5,"Promoters",129.945,42
"894043","CE_4591",2408153,1,"Detractors",336.37,30
"894059","CE_4592",2408261,0,"NotDefined",131.36,21
"894075","CE_4593",1650947,2,"Detractors",192.32,43
"894155","CE_4594",1217306,5,"Promoters",111.995,36
"894197","CE_4595",672605,4.38,"Promoters",137.055,194
"894269","CE_4596",1603684,4.83,"Promoters",258.28,101
"894305","CE_4597",2409086,5,"Promoters",70.31,20
"894309","CE_4598",2409368,2.5,"Detractors",76.48,18
"894313","CE_4599",2850899,5,"Promoters",151.67,36
"894314","CE_4600",671431,3.77,"Passives",112.835,239
"894996","CE_4601",2410191,3.33,"Passives",137.05,44
"895011","CE_4602",2316980,2.5,"Detractors",86.645,49
"895017","CE_4603",1221602,4.31,"Promoters",112.095,154
"895305","CE_4604",1628281,3.67,"Passives",166.175,116
"895345","CE_4605",2501966,2.5,"Detractors",311.185,32
"895349","CE_4606",2488618,0.67,"Detractors",93.655,26
"895367","CE_4607",329153,4.23,"Promoters",193.965,238
"897005","CE_4608",2492229,1.67,"Detractors",78.985,26
"897020","CE_4609",657765,0.4,"Detractors",136.21,231
"897275","CE_4610",704289,1.82,"Detractors",255.8,216
"897418","CE_4611",2547864,2.5,"Detractors",162.215,22
"897424","CE_4612",2451824,5,"Promoters",99.895,32
"897430","CE_4613",2554672,3.57,"Passives",84.1,32
"897496","CE_4614",400260,2.82,"Detractors",163.84,235
"897650","CE_4615",2410530,3.33,"Passives",99.315,40
"897659","CE_4616",2410590,5,"Promoters",120.89,19
"897668","CE_4617",329148,3.84,"Passives",63.865,222
"898124","CE_4618",2417196,1.2,"Detractors",121.08,30
"898149","CE_4619",2416488,5,"Promoters",96.225,37
"898155","CE_4620",293794,2.5,"Detractors",62.52,211
"898171","CE_4621",2555369,5,"Promoters",151.795,13
"898172","CE_4622",2414274,2.5,"Detractors",104.87,5
"898180","CE_4623",2415634,2.25,"Detractors",62.43,21
"898204","CE_4624",362002,3.44,"Passives",207.85,224
"898779","CE_4625",2418783,0,"NotDefined",95.665,39
"898785","CE_4626",2297371,3.75,"Passives",129.615,41
"898786","CE_4627",257354,1.96,"Detractors",138.785,233
"899461","CE_4628",42540,4.21,"Promoters",263.995,239
"899879","CE_4629",1360479,0,"NotDefined",173.93,152
"900845","CE_4630",786706,4,"Promoters",118.2,26
"900875","CE_4631",2543704,3.33,"Passives",146.91,18
"900896","CE_4632",102207,2.5,"Detractors",75.825,231
"900976","CE_4633",881806,2.27,"Detractors",101.515,206
"901460","CE_4634",434150,3.83,"Passives",110.775,239
"902936","CE_4635",170248,0.09,"Detractors",129.445,223
"903146","CE_4636",2452981,1.52,"Detractors",71.82,207
"903432","CE_4637",706660,3.71,"Passives",146.67,213
"903488","CE_4638",333648,2.12,"Detractors",197.945,225
"904268","CE_4639",2364859,4,"Promoters",205.435,34
"904298","CE_4640",2432622,5,"Promoters",120.645,26
"904310","CE_4641",2500336,0.5,"Detractors",131.555,41
"904400","CE_4642",2488142,0,"NotDefined",151.605,28
"904415","CE_4643",1995636,5,"Promoters",112.35,27
"904421","CE_4644",376005,2.74,"Detractors",200.445,228
"904801","CE_4645",2828659,0,"NotDefined",195.52,31
"904809","CE_4646",624526,4.54,"Promoters",51.93,232
"904879","CE_4647",2457266,3,NA,114.52,32
"904959","CE_4648",683656,0.38,"Detractors",113.935,237
"905154","CE_4649",2492663,3.75,"Passives",75.44,34
"905166","CE_4650",2421077,0,"NotDefined",73.095,21
"905172","CE_4651",2422373,2.5,"Detractors",89.225,19
"905178","CE_4652",2425937,2.5,"Detractors",122.76,45
"905184","CE_4653",2420302,5,"Promoters",209.6,39
"905190","CE_4654",2425776,5,"Promoters",79.89,18
"905205","CE_4655",2430368,2.5,"Detractors",205.425,37
"905225","CE_4656",2363913,5,"Promoters",175.845,28
"905234","CE_4657",2435429,5,"Promoters",90.145,25
"905254","CE_4658",1592475,4.09,"Promoters",83.36,105
"905691","CE_4659",1939219,5,"Promoters",154.815,34
"905711","CE_4660",707975,4.31,"Promoters",106.02,228
"905999","CE_4661",2575441,0,"NotDefined",148.735,21
"906014","CE_4662",2575576,2.5,"Detractors",121.485,21
"906020","CE_4663",405623,4.15,"Promoters",76.595,238
"906884","CE_4664",2505146,5,"Promoters",544.39,28
"906885","CE_4665",331800,3.4,"Passives",93.3,239
"906995","CE_4666",1467278,5,"Promoters",204.45,49
"907001","CE_4667",1702065,3.83,"Passives",123.755,113
"907645","CE_4668",623015,4.22,"Promoters",182.215,224
"907735","CE_4669",1071268,4.67,"Promoters",76.885,169
"907975","CE_4670",343858,4.52,"Promoters",131.645,183
"908065","CE_4671",446232,2.5,"Detractors",123.19,32
"908071","CE_4672",285522,3.75,"Passives",125.945,217
"908151","CE_4673",1614943,3.68,"Passives",96.97,130
"908749","CE_4674",365082,3.76,"Passives",92.085,236
"911493","CE_4675",2577489,3.33,"Passives",175.315,34
"911528","CE_4676",1524183,3.85,"Passives",148.9,135
"911736","CE_4677",322862,3.5,"Passives",152.64,229
"911866","CE_4678",1164433,0.56,"Detractors",145.32,155
"911956","CE_4679",2310287,0,"NotDefined",123.64,24
"911957","CE_4680",577975,2.5,"Detractors",293.26,31
"911961","CE_4681",2428857,0,"NotDefined",64.785,33
"911977","CE_4682",1728795,0,"NotDefined",120.825,42
"911981","CE_4683",492863,3.57,"Passives",121.775,222
"912233","CE_4684",2430960,0,"NotDefined",96.16,35
"912237","CE_4685",2421964,5,"Promoters",117.155,42
"912241","CE_4686",710517,3.64,"Passives",113.98,221
"912406","CE_4687",2394303,2.5,"Detractors",65.72,20
"912412","CE_4688",1555187,4.5,"Promoters",189.195,28
"912416","CE_4689",2431579,0,"NotDefined",333.945,27
"912420","CE_4690",2432360,4.67,"Promoters",71.89,15
"912429","CE_4691",2432259,1,"Detractors",105.87,43
"912433","CE_4692",2433108,2.5,"Detractors",117.59,31
"912439","CE_4693",1791331,4.1,"Promoters",190.135,114
"912559","CE_4694",2432835,0,"NotDefined",169.85,21
"912560","CE_4695",2433508,2.5,"Detractors",74.21,19
"912561","CE_4696",2434268,4.5,"Promoters",54.745,40
"912565","CE_4697",2436608,5,"Promoters",220.31,25
"912569","CE_4698",2436659,1.67,"Detractors",226.505,21
"912578","CE_4699",2437226,5,"Promoters",219.52,24
"912587","CE_4700",2906265,0,"NotDefined",352.495,42
"912590","CE_4701",2441948,4.6,"Promoters",138.745,18
"912592","CE_4702",2440752,4.17,"Promoters",113.16,23
"912616","CE_4703",411267,5,"Promoters",111.85,236
"912905","CE_4704",711351,0,"NotDefined",112.795,216
"913129","CE_4705",1894947,2.54,"Detractors",116.335,127
"913144","CE_4706",722936,2.43,"Detractors",113.73,165
"913994","CE_4707",1466096,5,"Promoters",182.6,30
"914003","CE_4708",2620084,5,"Promoters",89.755,28
"914009","CE_4709",1480805,0,"NotDefined",98.68,26
"914023","CE_4710",1367376,0,"NotDefined",145.38,27
"914038","CE_4711",283131,4.47,"Promoters",171.32,236
"914494","CE_4712",1879633,2.5,"Detractors",95.645,30
"914496","CE_4713",2529348,3.33,"Passives",138.525,27
"914505","CE_4714",2709606,3.33,"Passives",111.74,29
"914506","CE_4715",712237,1.88,"Detractors",178.555,223
"914810","CE_4716",1430968,0,"NotDefined",104.115,25
"914818","CE_4717",1732041,3.88,"Passives",109.5,152
"914834","CE_4718",887273,3.88,"Passives",109.5,152
"915422","CE_4719",2263219,0,"NotDefined",136.765,234
"915447","CE_4720",5619,0,"NotDefined",122.935,210
"915510","CE_4721",2639901,3.33,"Passives",115.05,18
"915511","CE_4722",2441374,0,"NotDefined",79.685,26
"915517","CE_4723",2464532,5,"Promoters",259.82,21
"915526","CE_4724",2442898,0,"NotDefined",86.32,20
"915530","CE_4725",2446542,5,"Promoters",81.285,16
"915534","CE_4726",2447185,3.33,"Passives",138.385,27
"915543","CE_4727",1696312,2,"Detractors",89.505,97
"915578","CE_4728",2304631,0,"NotDefined",109.04,24
"915583","CE_4729",2447756,0,"NotDefined",102.815,25
"915603","CE_4730",2448561,2.5,"Detractors",105,17
"915607","CE_4731",2448384,4.33,"Promoters",120.825,38
"915619","CE_4732",2216453,2.5,"Detractors",158.11,13
"915625","CE_4733",2449756,2.5,"Detractors",105.91,16
"915629","CE_4734",42265,1.32,"Detractors",114.3,230
"916479","CE_4735",398337,1.18,"Detractors",88.625,228
"916700","CE_4736",2715755,2,"Detractors",132.595,62
"916701","CE_4737",2571744,1.67,"Detractors",123.485,126
"916707","CE_4738",2471357,5,"Promoters",115.235,33
"916713","CE_4739",2393585,5,"Promoters",69.925,38
"916719","CE_4740",1522658,0,"NotDefined",179.485,135
"916754","CE_4741",2544830,1.67,"Detractors",76.39,26
"916766","CE_4742",202583,1.67,"Detractors",110.17,24
"916778","CE_4743",158273,5,"Promoters",100.05,28
"916784","CE_4744",2356779,5,"Promoters",171.14,33
"916788","CE_4745",2859584,2,"Detractors",136.415,26
"916789","CE_4746",2469993,3.33,"Passives",115.195,33
"916801","CE_4747",446208,0,"NotDefined",119.06,223
"917011","CE_4748",468012,1.8,"Detractors",117.265,220
"917131","CE_4749",314936,1.2,"Detractors",137.71,234
"917211","CE_4750",1065605,3.31,"Passives",142.81,156
"917497","CE_4751",714262,2.71,"Detractors",123.625,224
"917567","CE_4752",2451250,0,"NotDefined",226.26,16
"917583","CE_4753",1399869,4.25,"Promoters",84.775,23
"917595","CE_4754",2451871,5,"Promoters",133.05,28
"917610","CE_4755",2872543,4,"Promoters",108.825,37
"917611","CE_4756",2454670,0,"NotDefined",105.515,15
"917623","CE_4757",2454331,4.71,"Promoters",133.72,28
"917672","CE_4758",333650,1.43,"Detractors",139.8,76
"917728","CE_4759",1161163,0,"NotDefined",1105.99,20
"917729","CE_4760",2460134,1.25,"Detractors",106.15,10
"917745","CE_4761",660031,2.5,"Detractors",116.905,17
"917751","CE_4762",1562193,4.72,"Promoters",159.29,135
"919407","CE_4763",2458442,3.4,"Passives",95.395,38
"919432","CE_4764",2291524,5,"Promoters",126.135,23
"919444","CE_4765",2633088,0,"NotDefined",54.77,18
"919445","CE_4766",1605451,4.17,"Promoters",104.325,128
"919487","CE_4767",512537,2.89,"Detractors",90.925,215
"920299","CE_4768",2862623,0,"NotDefined",160.055,29
"920300","CE_4769",2199524,1.12,"Detractors",140.235,226
"920340","CE_4770",2534935,2.67,"Detractors",128.06,28
"920344","CE_4771",2477328,5,"Promoters",98.51,34
"920350","CE_4772",2468206,0,"NotDefined",174.075,35
"920354","CE_4773",1629560,0,"NotDefined",107.81,111
"920434","CE_4774",693319,4.58,"Promoters",155.295,138
"920544","CE_4775",2545313,5,"Promoters",105.165,27
"920550","CE_4776",1259260,4.36,"Promoters",124.645,155
"924436","CE_4777",1459585,1.67,"Detractors",194.875,113
"924526","CE_4778",1680241,4.09,"Promoters",165.98,122
"924527","CE_4779",168374,4.5,"Promoters",113.73,169
"926319","CE_4780",2484142,0,"NotDefined",98.915,35
"926339","CE_4781",1275510,3.7,"Passives",92.905,152
"927176","CE_4782",2512192,0,"NotDefined",126.065,6
"927180","CE_4783",2521051,3.33,"Passives",127.23,29
"927195","CE_4784",1553377,5,"Promoters",182.355,18
"927360","CE_4785",1645684,2.86,"Detractors",99.345,107
"927612","CE_4786",857847,2.38,"Detractors",101.295,202
"928074","CE_4787",1175023,2.87,"Detractors",107.265,134
"929829","CE_4788",1719718,3.86,"Passives",97.265,119
"930050","CE_4789",1150152,0.86,"Detractors",124.035,127
"930149","CE_4790",1548187,3.75,"Passives",101.485,120
"930173","CE_4791",2423159,2.5,"Detractors",97.325,13
"930177","CE_4792",1501733,3.33,"Passives",153.26,110
"930186","CE_4793",2462737,0,"NotDefined",204.615,20
"930190","CE_4794",1447557,2.45,"Detractors",118.105,139
"930690","CE_4795",2464594,4.5,"Promoters",84.86,26
"930706","CE_4796",2465605,2.5,"Detractors",158.625,11
"930710","CE_4797",1633980,5,"Promoters",112.785,128
"931050","CE_4798",2467225,1.67,"Detractors",101.42,40
"931062","CE_4799",208409,0,"NotDefined",140.22,37
"931088","CE_4800",955351,1.87,"Detractors",130.335,192
"931638","CE_4801",1719926,0.42,"Detractors",91.74,92
"931854","CE_4802",1280612,3.28,"Passives",113.245,146
"932695","CE_4803",1727305,0.83,"Detractors",102.435,101
"932719","CE_4804",2435392,3.33,"Passives",129.185,8
"932731","CE_4805",202466,1.67,"Detractors",186.045,112
"932747","CE_4806",1720393,1,"Detractors",129.81,109
"932777","CE_4807",858536,0,"NotDefined",55.815,123
"932789","CE_4808",1134741,0,"NotDefined",55.815,123
"932798","CE_4809",1085301,4.54,"Promoters",197.08,167
"934278","CE_4810",1027780,2.76,"Detractors",122.305,182
"934824","CE_4811",965137,4,"Promoters",70.925,183
"934854","CE_4812",1526416,4.12,"Promoters",95.75,187
"935745","CE_4813",2533342,0,"NotDefined",122.915,30
"935757","CE_4814",1543346,4.59,"Promoters",101.425,133
"936114","CE_4815",1361686,4.78,"Promoters",76.59,137
"936643","CE_4816",1832112,4,"Promoters",168.915,104
"936693","CE_4817",1239951,1.07,"Detractors",182.36,155
"940345","CE_4818",1446152,2.6,"Detractors",80.51,49
"940380","CE_4819",2676477,2.4,"Detractors",405.14,188
"940384","CE_4820",89827,0,"NotDefined",82.045,28
"940392","CE_4821",2546662,1.67,"Detractors",174.39,28
"940393","CE_4822",1721056,3.33,"Passives",94.155,120
"940394","CE_4823",1641380,3.2,"Passives",147.105,122
"941219","CE_4824",1274868,0.56,"Detractors",106.4,150
"941543","CE_4825",1206961,2.65,"Detractors",136.515,152
"941866","CE_4826",2469979,4.5,"Promoters",48.13,16
"941874","CE_4827",2471494,4.67,"Promoters",141.81,11
"941886","CE_4828",2471168,3.67,"Passives",92.12,38
"941895","CE_4829",1222635,0,"NotDefined",103.985,155
"942335","CE_4830",1601136,0,"NotDefined",109.37,19
"942339","CE_4831",1580443,2.08,"Detractors",66.445,131
"942471","CE_4832",2472835,1.67,"Detractors",118.115,38
"942483","CE_4833",2568787,5,"Promoters",100.875,11
"942501","CE_4834",2474008,4.5,"Promoters",104.365,15
"942505","CE_4835",35350,2,"Detractors",238.035,36
"942527","CE_4836",2477167,5,"Promoters",120.285,36
"942536","CE_4837",803510,4.14,"Promoters",83.29,210
"943464","CE_4838",1576204,2.9,"Detractors",162.19,133
"944487","CE_4839",1726174,3.5,"Passives",140.95,54
"944727","CE_4840",262071,4.5,"Promoters",196.72,21
"944731","CE_4841",2479839,5,"Promoters",79.155,12
"944735","CE_4842",1345938,3.62,"Passives",110.71,149
"945335","CE_4843",1313051,3.33,"Passives",188.855,17
"945369","CE_4844",2480772,2.5,"Detractors",61.02,28
"945373","CE_4845",756768,3.17,"Passives",188.12,213
"945901","CE_4846",1242273,3.31,"Passives",91.08,127
"946161","CE_4847",2229618,1.88,"Detractors",92.975,109
"946217","CE_4848",1173512,3.8,"Passives",95.11,142
"946472","CE_4849",1454548,4.19,"Promoters",95.885,143
"948211","CE_4850",797411,2.1,"Detractors",107.56,135
"948591","CE_4851",2485236,5,"Promoters",131.535,13
"948607","CE_4852",2485978,2.5,"Detractors",81.38,30
"948615","CE_4853",1721479,5,"Promoters",105.765,28
"948651","CE_4854",2365005,5,"Promoters",94.17,17
"948660","CE_4855",1593763,1.27,"Detractors",139.65,168
"948716","CE_4856",1564884,1.25,"Detractors",156.815,132
